imageId;category;imagePath
460;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/460_2428847785_d17b77c0de_o.jpg
461;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/461_16652298796_60da9a89e3_o.jpg
462;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/462_46409123204_afecbb2dd8_o.jpg
463;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/463_673319270_c5464a4779_o.jpg
464;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/464_27869874675_0ee77fea25_o.jpg
465;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/465_397543581_91690b1c31_o.jpg
466;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/466_6124733847_57f533024b_o.jpg
467;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/467_10156774213_4540f859a9_o.jpg
468;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/468_38598813956_077e155536_o.jpg
469;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/469_12489768644_f656650882_o.jpg
470;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/470_2679569272_56dcbd7445_o.jpg
471;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/471_3122504260_1409203ae6_o.jpg
472;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/472_9674483648_48d6893937_o.jpg
473;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/473_25494704754_f9f58f4a63_o.jpg
474;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/474_8358592847_0e196ce105_o.jpg
475;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/475_11108542805_50d5bf419b_o.jpg
476;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/476_7046640317_cf718aca20_o.jpg
477;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/477_49231645551_df6496f5ca_o.jpg
478;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/478_14007373489_75e69b45be_o.jpg
479;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/479_509610393_f90e35f981_o.jpg
480;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/480_4760427356_c16ab4c0fb_o.jpg
481;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/481_28217137257_ef552b70e3_o.jpg
482;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/482_6859654543_a114701405_o.jpg
483;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/483_12885033974_9da71127cb_o.jpg
484;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/484_3139477756_bcc661b9f2_o.jpg
485;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/485_12769345935_9cd466c798_o.jpg
486;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/486_15380825857_52d0f2e8a2_o.jpg
487;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/487_9421352133_25c12d928b_o.jpg
488;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/488_4283634327_e8779f6d1f_o.jpg
489;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/489_7805690806_5585b5e214_o.jpg
490;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/490_6118012633_5b39775a5d_o.jpg
491;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/491_5459507646_c99b626020_o.jpg
492;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/492_14860435302_d0609c581a_o.jpg
493;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/493_7052368921_9743ed760b_o.jpg
494;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/494_2154754853_485b4510d4_o.jpg
495;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/495_9987197585_d520f868cb_o.jpg
496;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/496_3873938388_6e7e245a3a_o.jpg
497;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/497_6975105302_b1e7e05900_o.jpg
498;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/498_2090733283_e4df5a0bfa_o.jpg
499;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/499_13881106675_c65be5f9c6_o.jpg
500;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/500_4880114121_0458d6d7bd_o.jpg
501;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/501_16279361569_87afbe2912_o.jpg
502;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/502_3293292089_41902b274d_o.jpg
503;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/503_2398522310_45eff1eb0f_o.jpg
504;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/504_6858251273_b48db1db66_o.jpg
505;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/505_24330961977_046a278d1d_o.jpg
506;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/506_5135522824_21f61fe877_o.jpg
507;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/507_454776951_4ebe0d0d22_o.jpg
508;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/508_9249818803_ed4a99cf56_o.jpg
509;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/509_14167689363_85c8899267_o.jpg
510;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/510_28757591376_a6eec5a281_o.jpg
511;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/511_10847697296_3ca5e6e77c_o.jpg
512;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/512_24330956857_fb199bf530_o.jpg
513;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/513_6885760644_67c00f2669_o.jpg
514;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/514_14005930958_ae9b119d65_o.jpg
515;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/515_12496110795_ef58d7683e_o.jpg
516;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/516_13211405625_7efda8caa1_o.jpg
517;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/517_11108752186_171b27586f_o.jpg
518;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/518_14322692728_f93c76ecb8_o.jpg
519;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/519_76894595_1f3cb95fb3_o.jpg
520;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/520_4729084128_775799a401_o.jpg
521;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/521_9354966897_07084206bd_o.jpg
522;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/522_14031050530_e2cb8a71cc_o.jpg
523;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/523_8366555725_a8ac63796c_o.jpg
524;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/524_30858932475_7b49b8b35d_o.jpg
525;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/525_10714318493_0b7d78c9d2_o.jpg
526;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/526_5614220391_4ae59f445a_o.jpg
527;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/527_11717974733_531a8edc08_o.jpg
528;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/528_8992492651_ce420358ab_o.jpg
529;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/529_160034517_47775d4b44_o.jpg
530;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/530_465192103_94eb71bdea_o.jpg
531;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/531_13868396503_bd31c9c7b7_o.jpg
532;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/532_2954982676_7d4f7b6e3e_o.jpg
533;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/533_6753666737_b3774b6855_o.jpg
534;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/534_11983244104_333d432397_o.jpg
535;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/535_28636303792_f362ce53e7_o.jpg
536;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/536_100298353_60cad59610_o.jpg
537;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/537_13868746284_2eb2540a83_o.jpg
538;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/538_6870680650_d761754a0c_o.jpg
539;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/539_24330954617_5e2f3126f5_o.jpg
540;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/540_557479342_c00f401f6b_o.jpg
541;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/541_2226705761_9bb41ca95b_o.jpg
542;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/542_14007372779_270079222f_o.jpg
543;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/543_6291728804_a12b48b425_o.jpg
544;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/544_4758278935_078969b7d9_o.jpg
545;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/545_8418157970_ba67ab1e05_o.jpg
546;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/546_11351370835_65aa816601_o.jpg
547;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/547_11156125044_bf03da9b14_o.jpg
548;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/548_6776546804_74a150e6ec_o.jpg
549;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/549_48264155017_4a8e37f9c6_o.jpg
550;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/550_8675492223_33e87d2abf_o.jpg
551;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/551_5312640485_ea0948dbc8_o.jpg
552;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/552_8641036350_b3906ec750_o.jpg
553;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/553_3668099217_3013961570_o.jpg
554;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/554_5478800602_d21ca8312b_o.jpg
555;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/555_2723952776_af6c0ab471_o.jpg
556;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/556_5495739231_b3e6f76f02_o.jpg
557;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/557_7384629674_14de81b13c_o.jpg
558;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/558_34157964386_3904a95b0f_o.jpg
559;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/559_45514864245_691d956b3a_o.jpg
560;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/560_8425144561_f6bfcb9fd3_o.jpg
561;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/561_23820549299_ac3c58939f_o.jpg
562;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/562_12280569835_64474705b2_o.jpg
563;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/563_3026737020_0b391652aa_o.jpg
564;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/564_8776330753_5085afb292_o.jpg
565;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/565_15112472253_426ebe2bfa_o.jpg
566;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/566_48122383238_49362052f2_o.jpg
567;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/567_5841660718_c2d628fb4c_o.jpg
568;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/568_3820536336_827caa23e1_o.jpg
569;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/569_4994707812_d02f3029ec_o.png
570;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/570_8820877336_5749812b4e_o.jpg
571;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/571_17176531265_f2bbcd778f_o.jpg
572;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/572_4667244334_aa78a67893_o.jpg
573;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/573_14671524695_bc41b03cca_o.jpg
574;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/574_3768264627_759cd1bf9d_o.jpg
575;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/575_14186600373_37cec53877_o.jpg
576;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/576_2513924970_15206fca06_o.jpg
577;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/577_5281029302_936d35ef13_o.jpg
578;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/578_2277979680_5525fc9323_o.jpg
579;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/579_13466839915_23a5b8292f_o.jpg
580;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/580_7419136734_8512699daf_o.jpg
581;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/581_15137852_0609d43e6f_o.jpg
582;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/582_14416908354_5b349d8eea_o.jpg
583;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/583_5419646470_5441f5ddce_o.jpg
584;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/584_208640498_bc8f77cb87_o.jpg
585;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/585_5532271887_4b4831e897_o.jpg
586;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/586_8556232281_786662c874_o.jpg
587;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/587_3328006934_2c12609fbb_o.jpg
588;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/588_5170585726_a82092cbfc_o.jpg
589;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/589_4355678509_dab15a55e2_o.jpg
590;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/590_14179697074_5085eae9dd_o.jpg
591;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/591_5093900363_15e9ddb1f3_o.jpg
592;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/592_5448418645_96f207c9e1_o.jpg
593;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/593_8183325998_b3c9cc3719_o.jpg
594;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/594_48147565371_527746675b_o.jpg
595;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/595_1748046601_94aa4f564d_o.jpg
596;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/596_1584333702_30764df428_o.jpg
597;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/597_5346157589_23c6e2dbb6_o.jpg
598;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/598_8223006945_42e8e1b6ef_o.jpg
599;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/599_14691416933_027f7465a4_o.jpg
600;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/600_36054598904_41483af611_o.jpg
601;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/601_3835206644_75b8d3981e_o.jpg
602;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/602_14327573917_9ccfa6eb91_o.jpg
603;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/603_3294702019_8bf76a7942_o.jpg
604;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/604_12980765773_c9fb98fdf4_o.jpg
605;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/605_16173430812_dea2d66443_o.jpg
606;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/606_6022272778_a1992e42ce_o.jpg
607;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/607_3364752782_54e82e02b6_o.jpg
608;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/608_3037755358_c04ca53924_o.png
609;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/609_14875296314_dea117d078_o.jpg
610;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/610_15918264179_fd94ccb656_o.jpg
611;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/611_15386005205_bdab197740_o.jpg
612;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/612_183916459_c501884355_o.jpg
613;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/613_20077809129_8884596b5a_o.jpg
614;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/614_5919145965_6ccbd0a7de_o.jpg
615;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/615_6902627577_e32c0aa05e_o.jpg
616;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/616_16331073018_4de2e63451_o.jpg
617;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/617_33435991155_811f220a17_o.jpg
618;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/618_3318548951_fb3d1cd433_o.jpg
619;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/619_15922402328_9df60d88cb_o.jpg
620;Not sure;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/620_44997773_70d31acf3f_o.jpg
621;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/621_16630059366_3219a8cef4_o.jpg
622;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/622_5874914785_5278ed6e78_o.jpg
623;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/623_15887362783_5a106bf0e3_o.jpg
624;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/624_5798315823_b341ee33a9_o.jpg
625;Exclude;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/625_8543478112_72e5e21d5b_o.jpg
626;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/626_13897356956_791816ccdd_o.jpg
627;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/627_4692956069_8dc9930910_o.jpg
628;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/628_12185839253_a7f4eaf791_o.jpg
629;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/629_10211609224_24f3fc2832_o.jpg
630;Use;D:/Documents/Uni Kurse/Bachelorarbeit/CC Crawler/images/630_34250522901_5cd637ed13_o.jpg
